Name,Country,Start year,End year,Proven victims,Possible victims,Notes
Danny Rolling,United States,1989.0,1990.0,5.0,8.0,"Known as the ""Gainesville Ripper""; murdered five students in August 1990. Executed on October 6, 2006. Shortly before his execution, he gave a handwritten confession to authorities for a triple homicide of an elderly man, his adult daughter, and young grandson that occurred years earlier in Rolling's hometown of Shreveport, LA. Although Rolling was never officially charged or extradicted to LA to stand trial for the ""Grissom Murders"", Shreveport Police had confirmed even before the confession that Rolling had long been considered the lone suspect and the case was closed."
Allan Joseph Legere,Canada,1989.0,1998.0,5.0,7.0,"Convicted of killing five people in the Miramichi area, New Brunswick. Legere is now serving a life sentence Canada's only super maximum prison (Special Handling Unit)."
Joseph E. Duncan III,United States,1996.0,2005.0,5.0,7.0,"Convicted of killing a California boy in 1997 and four members of an Idaho family in 2005. Confessed to two 1996 murders in Washington state, but was not formally charged. Died while awaiting execution on U.S. federal death row."
Vincent Johnson,United States,1999.0,2000.0,5.0,6.0,"""The Brooklyn Strangler""."
Vinko Pintarić,SR Croatia,1973.0,1990.0,5.0,5.0,"Murdered five people, including his wife, between 1973 and 1990. Escaped from custody three times, killed in a 1991 shootout with the police."
Edward Edwards,United States,1977.0,1996.0,5.0,5.0,"Shot a young couple in 1977 and stabbed and strangled another in 1980; died months prior to execution on April 7, 2011, for shooting his foster son in 1996 insurance murder."
Thomas Dillon,United States,1989.0,1992.0,5.0,5.0,Killed outdoorsmen in rural Ohio by sniping them from afar with a hunting rifle.
Marc Dutroux,Belgium,1995.0,1996.0,5.0,5.0,Child molester who killed 4 of possibly 11 victims. He was also convicted for murdering one of his partners in crime.
William Dathan Holbert,Panama,,2010.0,5.0,5.0,"Known as ""Wild Bill""; American expatriate who had the bodies of five other Americans buried on his property. He would kill people to get their money and properties. His wife, Laura Michelle Reese, was also arrested."
Sek Kim Wah,Singapore,1983.0,1992.0,5.0,5.0,"Sek Kim Wah, who was of Chinese Singaporean descent, was 19 years old when he killed five victims in two separate robbery cases, using raffia string to strangle them. Other methods employed were hitting their heads with a heavy object (like a wooden stool) and electrocution (which was unsuccessful). He robbed and killed a couple before abandoning their corpses at Seletar Reservoir on 30 June 1983 and then, on 23 July 1983, killed three more people at Andrew Road with an accomplice who did not take part in the killings. He was arrested and indicted for murder six days later and was sentenced to death on 14 August 1985; he lost an appeal and he was hanged on 9 December 1988."
Jerome Dennis,United States,1991.0,1992.0,5.0,5.0,Killed Newark women while on parole.
Belize Ripper,Belize,1998.0,2000.0,5.0,5.0,The Belize Ripper was an unidentified Belizean serial killer who abducted and murdered five young girls in Belize City between 1998 and 2000.
Elroy Chester,United States,1997.0,1998.0,5.0,5.0,"Murdered four white people in racially-motivated attacks, and also admitted to the murder of his brother-in-law. In addition, he was linked to four non-fatal shootings and three rapes."
Elisabeth Wiese,Germany,1902.0,1903.0,5.0,5.0,"Known as the ""Angel Maker of St. Pauli""; baby farmer who poisoned her grandchild and four others with morphine and burned their bodies in a stove in 1902 and 1903."
Phantom Killer,United States,1946.0,1955.0,5.0,5.0,"Believed to have committed the Texarkana Moonlight Murders in Texas between February 23 and May 4, 1946."
San Mateo slasher,United States,1976.0,1985.0,5.0,5.0,"Known as the ""Gypsy Hill killings""; five unsolved killings, of young women in San Mateo County, California during early 1976."
Honolulu Strangler,United States,1985.0,1986.0,5.0,5.0,Raped and strangled five young women in Hawaii in 1985 and 1986.
Anthony Kirkland,United States,1987.0,2009.0,5.0,5.0,"Kirkland murdered four females between 2006 and 2009, three of them children, following a 16-year prison term for the murder of another woman."
William MacDonald,Australia,1961.0,1962.0,5.0,5.0,Murdered derelicts in Sydney and Brisbane between 1960 and 1962; sentenced to five consecutive life sentences.
Harry Powers,United States,1931.0,1940.0,5.0,5.0,"""Lonely Hearts"" swindler and conman. Killed two women and three children in Quiet Dell, West Virginia. Arrested after the bodies were found buried near his garage in 1931 and hanged in 1932."
Anna Marie Hahn,United States,1933.0,1937.0,5.0,5.0,German-born murder-for-profit killer who poisoned five elderly men; executed in 1938.
Robert Nixon,United States,1936.0,1938.0,5.0,5.0,"Killed 5 women in the 1930s with bricks. Executed by electrocution in Illinois on June 15, 1939."
Waneta Hoyt,United States,1965.0,1971.0,5.0,5.0,New York woman who murdered her five children.
Janie Lou Gibbs,United States,1966.0,1967.0,5.0,5.0,"Georgia poisoner who killed five family members. Sentenced to life. Died in prison on February 7, 2010."
South Dade Killer,United States,1975.0,1984.0,5.0,5.0,"Known as the ""Flat-Tire murders"". Killed 5 women in 1975."
Gerald Parker,United States,1978.0,1979.0,5.0,5.0,"Known as ""The Bedroom Basher"" raped and murdered five women and killed the unborn baby of a sixth woman in Orange County, California."
Phillip Carl Jablonski,United States,1978.0,1991.0,5.0,5.0,convicted of killing five women in California and Utah between 1978 and 1991. Sentenced to death in 1994.
Arthur Gary Bishop,United States,1979.0,1983.0,5.0,5.0,Utah man who murdered five young boys; executed in 1988.
Faryion Wardrip,United States,1984.0,1986.0,5.0,5.0,"Killed five young women around Wichita Falls, Texas between 1984 and 1986."
Timothy Wilson Spencer,United States,1984.0,1987.0,5.0,5.0,"Known as ""The Southside Strangler""; raped and killed five women in Virginia. Executed in the electric chair on April 27, 1994."
Robert Shulman,United States,1991.0,1996.0,5.0,5.0,Convicted of murdering five sex workers between 1991 and 1996.
Elias Abuelazam,United States,2009.0,2010.0,5.0,5.0,"Known as ""The Serial Slasher"". Israeli-Arab immigrant that stabbed victims to death. Sentenced to life on June 25, 2012."
Joachim Knychała,Poland,1975.0,1982.0,5.0,5.0,"Known as ""The Vampire of Bytom"" or ""Frankenstein"", who murdered five women between 1975 and 1982."
Archibald Hall,United Kingdom,1977.0,1986.0,5.0,5.0,"Called ""The Monster Butler"". Died in prison in 2002."
Colin Ireland,United Kingdom,1993.0,2002.0,5.0,5.0,"Called ""The Gay Slayer"". A highly organized serial killer, Ireland picked passive masochist gay men in the Coleherne public house, accompanied them home, and murdered them after they were voluntarily restrained. He then cleaned the house of forensic evidence and left when he was sure of not appearing suspicious."
Claude Lastennet,France,1993.0,1994.0,5.0,5.0,Convicted of murdering 5 old women between August 1993 and January 1994.
Metod Trobec,SR Slovenia,1976.0,1978.0,5.0,5.0,"Raped, killed and cremated five women in his home. Also tried to murder two other immates while in prison before committing suicide in his cell in 2006."
Romulus Vereş,Romania,1970.0,,5.0,5.0,"Known as ""The Hammer Man"". Institutionalized."
Akira Nishiguchi,Japan,1963.0,1972.0,5.0,5.0,"Fraudster, murdered two people while engaging in confidence scams and killed three others while on the run from justice. Hanged in 1970."
Boris Gusakov,Soviet Union,1964.0,1968.0,5.0,5.0,"Known as ""Student Hunter""; committed 15 sexual assaults, including 5 murders, on girls and young women from 1964 to 1968."
Anatoly Biryukov,Soviet Union,1977.0,1986.0,5.0,5.0,"Known as ""The Hunter of Babies"": responsible for the kidnappings and subsequent murders of five infants from Moscow in the fall of 1977."
Süleyman Aktaş,Turkey,1986.0,1994.0,5.0,5.0,"Known as ""The Nailing Killer"": responsible for the murders of five people in 1986 and 1994."
B1 Butcher,Namibia,2005.0,2007.0,5.0,5.0,"Murdered at least five women between 2005 and 2007, with all murders related to the National Road B1."
Alexander Spesivtsev,Russia,1991.0,1996.0,4.0,82.0,"Cannibal known as ""The Novokuznetsk Monster""; admitted to 19 murders, but 82 bloody sets of clothes were found in his home, along with jewels and photographs of possibly unidentified victims. Found insane and interned in a mental hospital. His mother was sentenced to 16 years in prison for luring Spesivtsev's victims to their home."
Charlie Brandt,United States,1971.0,2004.0,4.0,29.0,"Killed himself by hanging after murdering his wife and niece. The latter was also decapitated and eviscerated in a manner strongly similar to 26 unsolved murders of women in Florida, starting in 1973, the year Brandt moved to the state. Brandt was later considered the culprit in one of these murders, due to his strong resemblance to a suspect who was filmed by a traffic camera near the place where one body was found. He could not be officially tied to the other crimes due to lack of evidence. Previously, when he was 13 years old in 1971, he attempted to murder his whole family with a gun, for no apparent reason. His mother (who was pregnant) died in this attack, but his father survived, and his sister escaped."
Scott Lee Kimball,United States,2003.0,2004.0,4.0,21.0,"A skilled forger who, while he ran a legitimate business buying and selling organic beef, primarily enriched himself by passing bad checks on the accounts of others and using forged documents; by 2003 he had faced criminal charges in four Western states. These white-collar crimes also enabled his murders, by allowing him to create evidence that his victims were still alive after he had killed them; he also used their checking accounts and credit cards to further his schemes once they were dead. For the first year of his murder activity, he worked as an informant for the FBI, which both paid him and protected him from facing justice over some of his fraud schemes."
Robert Black,"United Kingdom, Ireland, West Germany, Netherlands, France",1981.0,1986.0,4.0,18.0,"Convicted of kidnapping, raping and murdering four girls aged between five and 11. Suspect in other earlier child murders in the UK and other European countries. Died weeks before he was to be charged with a fifth child murder."
Max Gufler,Austria,1946.0,1958.0,4.0,18.0,"Poisoned and drowned four women, but suspected of killing 18 in total."
Ernesto Picchioni,Italy,,1949.0,4.0,16.0,Murdered people who approached his home; died of cardiac arrest in 1967.
Baekuni,Indonesia,1993.0,2010.0,4.0,14.0,"Child rapist who killed young boys; initially sentenced to life imprisonment, but changed to the death sentence."
Igor Chernat,Soviet Union,1985.0,1986.0,4.0,13.0,"Known as the ""Evil Spirit of Kaukjarvi""; Ukrainian soldier who raped and killed women in Kamenka, selling their stolen items afterwards; executed 1987."
Ricky Lee Green,United States,1985.0,1986.0,4.0,12.0,Bisexual drifter who killed people he met in bars; his wife assisted in two of the murders; executed in 1997.
Robert Hicks Murray,United Kingdom,,1912.0,4.0,11.0,Bigamist who murdered his wife and three children in a murder-suicide; posthumously revealed to have killed previous wives as well.
William Dean Christensen,"United States, Canada",1982.0,1983.0,4.0,10.0,"Known as ""The American Jack the Ripper""; murdered and mutilated three women and one man; Canadian and US authorities also investigated him as a suspect in a total of ten murders, but he died before any of these claims could be confirmed."
Angus Sinclair,United Kingdom,,1982.0,4.0,10.0,"Scottish man who was originally convicted of murdering a 7-year-old girl when he was 16. As well as being convicted of the murders of three women in 1977 and 1978, police suspect he was responsible for four other murders of women in Glasgow in these years. Also a suspect in two other murders in 1970 and 1979 respectively."
John Cooper,United Kingdom,1985.0,1998.0,4.0,9.0,"Psychopathic Welsh burglar who was convicted in 2011 of the double shotgun murders of a couple on the Pembrokeshire coast in 1989 and another during a botched burglary nearby in 1985. Police believed he killed at least one other woman in 1989, and investigated the possibility he could also have been responsible for another double shotgun murder in Bridgend in 1993. A forensic pathologist also claimed to police that he could have been responsible for two murders of elderly siblings in Pembrokeshire in 1976."
Cary Stayner,United States,1999.0,2008.0,4.0,9.0,"Known as ""The Yosemite Killer"". Killed four women in Yosemite, California. Sentenced to death. Brother of kidnapping victim Steven Stayner."
Tony Costa,United States,1968.0,1969.0,4.0,8.0,Dismembered and mutilated 4 women in Cape Cod in the late 1960s; linked to at least 4 other deaths and disappearances.
Carlton Gary,United States,1975.0,1978.0,4.0,8.0,"Gary was convicted of raping and strangling three elderly women in Columbus, Georgia between 1977 and 1978, although police and prosecutors believe him to be responsible for up to seven rape-murders in Columbus. DNA also linked him to an additional murder in Syracuse, New York, but prosecutors did not charge him because he was already on death row."
Oakland County Child Killer,United States,1976.0,1977.0,4.0,9.0,"Unidentified person or persons who abducted and murdered at least four children in Oakland County, Michigan, between 1976 and 1977."
Robert Rozier,United States,1981.0,1986.0,4.0,7.0,Former NFL player that was convicted of four murders but confessed to seven as a member of the Nation of Yahweh.
Leonard Fraser,Australia,1998.0,1999.0,4.0,7.0,Serial rapist and pedophile who murdered four women in Rockhampton. Sentenced to five consecutive life sentences plus 25 years without the possibility of parole; died in prison of a heart attack in 2007.
Christopher Peterson,United States,1990.0,1999.0,4.0,7.0,"Peterson was convicted of four fatal shootings by the so-called ""Shotgun Killer"" that occurred between October and December 1990. He was charged in three other murders related to the killing spree but was acquitted."
Ricardo Caputo,"United States, Mexico",1971.0,1983.0,4.0,6.0,Was No. 1 of the FBI Ten Most Wanted Fugitives during his time as a fugitive in the 1980s. Surrendered himself to justice in 1994 and died of cardiac arrest in prison three years later.
Anthony Allen Shore,United States,1986.0,1995.0,4.0,5.0,"Known as ""The Tourniquet Killer""; convicted of strangling a woman with an unusual ligature in 1992 and confessed to killing three girls including two with same MO."
Daytona Beach killer,United States,2005.0,2007.0,4.0,5.0,"Murdered four, possibly five, women in Daytona Beach, Florida between 2005 and 2007."
Jozef Slovák,Czechoslovakia,1978.0,1991.0,4.0,4.0,"Suspected by investigators of more murders, but only four could be proven."
Monster of Udine,Italy,1980.0,1989.0,4.0,4.0,"Killed at least 4 victims in the Province of Udine, Italy."
John Martin Crawford,Canada,1981.0,1992.0,4.0,4.0,Convicted in 1996 for the murders of three native women.
Oba Chandler,United States,1989.0,1990.0,4.0,4.0,"Convicted for the June 1989 murders of Joan Rogers and her two daughters, whose bodies were found floating in Tampa Bay, Florida with their hands and feet bound. Autopsies showed the victims had been thrown into the water while still alive, with ropes tied to a concrete block around their necks. Chandler was executed in 2011. In February 2014, DNA evidence also identified Chandler as the murderer of Ivelisse Berrios-Beguerisse, who was found dead in Coral Springs, Florida, on November 27, 1990."
Dallen Bounds,United States,1999.0,2008.0,4.0,4.0,"Murdered a Radio Shack manager, and a florist at their respective places of business. Then murdered two acquaintances before taking two others hostage and committing suicide. Suspected of additional murders in the Pacific Northwest."
Wayne Adam Ford,United States,1997.0,1998.0,4.0,4.0,Confessed to murdering four women; believed to have killed others.
Heinrich Pommerenke,Germany,1959.0,1968.0,4.0,4.0,Killed four women.
Robert Mone,United Kingdom,1967.0,1976.0,4.0,4.0,Scottish man who shot dead a teacher at his former school in Dundee in 1967. Later escaped from a secure hospital in 1976 and killed three more.
Jerry Brudos,United States,1968.0,1969.0,4.0,4.0,"Brudos was a necrophiliac who had a fascination with women's shoes, and would often dress his victims' corpses in women's clothing."
Robert Maudsley,United Kingdom,1974.0,1978.0,4.0,4.0,"Sentenced to life without parole in 1974 for murdering a man who had shown him pictures of young boys he had sexually abused. Subsequently, killed another child sex offender in Broadmoor high-security hospital and two more, including a child sex offender, in prison. Has been held in solitary confinement since 1983."
Aalt Mondria,Netherlands,1978.0,1997.0,4.0,4.0,"Dutch criminal and serial killer who committed four murders and was responsible for a large number of assaults. Mondria was considered extremely violent and aggressive. After a notorious murder of his girlfriend's 10-year-old son, he was sentenced to 18 years imprisonment in 1998, after initially receiving life imprisonment for three murders in 1978, for which he also received 15 years imprisonment."
Tsutomu Miyazaki,Japan,1988.0,1989.0,4.0,4.0,Japanese man who murdered four young girls between August 1988 and June 1989 popularly known as the Otaku Killer. He was active in Tokyo and Saitama Prefecture.
Cody Legebokoff,Canada,2009.0,2010.0,4.0,4.0,"Canadian serial killer convicted in 2014 by the British Columbia Supreme Court of murdering three women and one teenage girl, between 2009 and 2010, in or near the city of Prince George, British Columbia. He is one of Canada's youngest convicted serial killers."
Stephen Port,United Kingdom,2014.0,2015.0,4.0,4.0,"Nicknamed ""The Grindr Killer"", Port met his victims via online gay social networks. He used gamma-Hydroxybutyric acid (GHB), a date rape drug, adding it to drinks given to his victims, raped them, and murdered four of them in his flat in Barking, east London."
Howell Donaldson III,United States,2017.0,2026.0,4.0,4.0,"Murdered four people in the Seminole Heights neighborhood of Tampa, Florida in October and November 2017. All four victims were shot dead seemingly at random. Sentenced to four consecutive life sentences without parole in May 2023."
Arnold Sodeman,Australia,1930.0,1935.0,4.0,4.0,"Sodeman was convicted of murdering four children between 1930 and 1935. He would abduct children, gag them and tie their hands behind their back with their own clothing and then strangle them to death. Sodeman was one of the last eleven people to be executed in Victoria."
Craig Price,United States,1987.0,1989.0,4.0,4.0,"Murdered four people during violent attacks in their homes in Warwick, Rhode Island when he was a teenager."
Fritz Honka,Germany,1970.0,1975.0,4.0,4.0,Strangled sex workers who refused to service him in the way that he wanted.
Cayetano Santos Godino,Argentina,1912.0,1921.0,4.0,4.0,"Known as Petiso Orejudo (""the Big-eared Midget""). Teenage arsonist, animal killer and child murderer with congenital syphilis. Arrested at age 16 in 1912 for killing 4 children, although he tried to kill seven more, the first one when he was seven himself. Interned in 1913 in a reformatory, where he tried to kill other immates, and from 1915 in prison. Died in jail in 1948."
Eastbound Strangler,United States,2006.0,2015.0,4.0,4.0,"Killed four women in October and November 2006 in Atlantic City, NJ. Each was placed about sixty feet apart in a drainage ditch filled with shallow water. They were facing east and missing their socks."
Caroline Grills,Australia,1947.0,1953.0,4.0,4.0,Poisoned four people (most of them relatives) with thallium hidden in tea and scones she had given them in Sydney. Sentenced to five consecutive life sentences (including one for attempting to poison another family member); died from peritonitis in 1960.
Gordon Cummins,United Kingdom,1942.0,1951.0,4.0,4.0,Raped three of his victims and robbed the remaining one. Also attacked two other women. Sentenced to death by hanging.
Marc Sappington,United States,2001.0,2010.0,4.0,4.0,Schizophrenic serial killer who heard voices telling him to kill after extended daily PCP use. He cannibalized part of his last victim.
Peter Woodcock,Canada,1956.0,1991.0,4.0,4.0,"Sexual sadist and child rapist. Killed three young children in Toronto in the 1950s. Sentenced to a psychiatric facility, where he murdered a fellow inmate in 1991."
Léopold Dion,Canada,1963.0,1972.0,4.0,4.0,"Known as the ""Monster of Port-Rouge"". Canadian sex offender and serial killer who was active in Quebec. Sentenced to hang but stabbed to death on November 17, 1972, by fellow inmate Normand ""Lawrence d'Arabie"" Champagne, who was found not guilty by reason of insanity."
John Ingvar Lövgren,Sweden,1958.0,1963.0,4.0,4.0,Confessed to four murders committed between 1958 and 1963 in the Stockholm region.
Lam Kor-wan,Hong Kong,1980.0,,4.0,4.0,Taxi driver and one of Hong Kong's only two known serial killers. Famous for keeping body parts in his parents' home.
Jürgen Bartsch,West Germany,1962.0,1966.0,4.0,4.0,"Killed four, one escaped; died by wrongful overdose during castration surgery."
Wayne Boden,Canada,1968.0,1971.0,4.0,4.0,"Known as ""the Vampire Rapist"" killed 4 women between 1968 and 1971; died in prison 2006"
Ion Rîmaru,Romania,1970.0,1971.0,4.0,4.0,"Known as ""The Vampire of Bucharest"". Attacked 15 lone waitresses as they returned from work with a hammer, hatchet, knife or iron bar, always after midnight and under unusual weather (snowstorms, fog, hard rain, etc.). Four were killed."
David Meirhofer,United States,1967.0,1974.0,4.0,4.0,Killed three children and an ex-girlfriend between 1967 and 1974; first serial killer apprehended by offender profiling.
Donald Neilson,United Kingdom,1971.0,1975.0,4.0,4.0,"Armed robber and murderer known as the ""Black Panther"". Died in prison in 2011."
Thor Nis Christiansen,United States,1977.0,1979.0,4.0,4.0,"Shot dead and committed necrophilia on 4 young women in Isla Vista, California in the late 1970s. Stabbed to death in prison on March 30, 1981; killer unknown."
Michael Lupo,United Kingdom,1986.0,1995.0,4.0,4.0,"Called himself ""The Wolf Man"". Murdered four men after being diagnosed with HIV, died in prison in 1995."
Peter Lundin,Denmark,1991.0,2000.0,4.0,4.0,"Killed his mother in 1991, then killed his mistress and her two children 9 years later; Sentenced to prison."
James Swann,United States,1993.0,2002.0,4.0,4.0,Known as The Shotgun Stalker; killed 4 and injured 5 in Washington D.C. in 1993.
Steven Grieveson,United Kingdom,1993.0,1994.0,4.0,4.0,Murdered four boys in an attempt to conceal his homosexuality.
Frank Gust,Germany,1994.0,1998.0,4.0,4.0,Kill four women form 1994 to 1998. Sentenced to life imprisonment.
Alexander Tchayka,Russia,1994.0,2003.0,4.0,4.0,All the victims were women wearing fur coats and were stabbed multiple times (21 in one case).
Peter Moore,United Kingdom,1995.0,2004.0,4.0,4.0,Stabbed and mutilated four men. Imprisoned for life since 1996.
Hiroaki Hidaka,Japan,1996.0,2005.0,4.0,4.0,Killed and robbed four women. Hanged in 2006.
Nicolai Bonner,Israel,2005.0,2014.0,4.0,4.0,"Born in Moldova, Bonner beat to death four fellow immigrants from the former Soviet Union, three of whom were homeless, and then tried to set them on fire. Sentenced to life imprisonment in 2007."
Raúl Osiel Marroquín,Mexico,2005.0,2014.0,4.0,4.0,"Called ""The Sadist"". Lured men in gay bars and strangled them, abandoning their bodies inside suitcases all over Mexico City. Two other victims were released after demanding a ransom from their families."
Dale Cregan,United Kingdom,2012.0,2021.0,4.0,4.0,
Richard Kuklinski,United States,1948.0,1986.0,3.0,175.0,
Harvey Miguel Robinson,United States,1992.0,1993.0,3.0,3.0,An American serial killer who murdered three women when he was only 18 years-old.
Albert Fish,United States,1924.0,1932.0,3.0,54.0,American serial killer and child rapist who confessed to three murders for which he was convicted and sentenced to death.
Robert Ben Rhoades,United States,1989.0,1990.0,3.0,50.0,Convicted of murdering three women in Texas and Illinois between 1989 and 1990. Sentenced to life imprisonment.
Peter Tobin,United Kingdom,1991.0,2006.0,3.0,48.0,"Scottish rapist and serial killer known to have killed at least three young women. Was also previously a suspect in the Bible John murders committed in Glasgow during the late 1960s, although police have now dismissed the theory."
Pedro Padilla Flores,Mexico,1986.0,1995.0,3.0,30.0,Killed three women in 1986; fled to the US but recaptured and deported back to Mexico; main suspect in the Ciudad Juárez Murders.
Stephen Morin,United States,1981.0,1990.0,3.0,30.0,Convicted of murdering three women within a period of five weeks in 1981. Sentenced to the death penalty.
Dorothea Puente,United States,1982.0,1988.0,3.0,17.0,Ran a boarding house in Sacramento where she poisoned tenants and buried them in the yard in order to steal their social security checks.
Billy Glaze,United States,1986.0,1987.0,3.0,20.0,"Known as ""Butcher Knife Billy"". Killer convicted of raping and murdering three Native American sex workers in Minneapolis in 1986 and 1987."
Sidney Cooke,United Kingdom,,1989.0,3.0,20.0,"Described by The Guardian newspaper in 1999 as ""Britain's most notorious paedophile"", Cooke and his infamous paedophile ring were convicted of the murder of 14-year-old Jason Swift in 1984. They were also known by police to have been responsible for the abductions and murders of children Barry Lewis and Mark Tildesley. Cooke was the ringleader of the gang, who are believed to have murdered up to 20 children, possibly including Vishal Mehrotra and Martin Allen."
Bertha Gifford,United States,1909.0,1928.0,3.0,17.0,"Found not guilty by reason of insanity of three arsenic poisonings and suspected of 14 other killings, mostly children, in Missouri."
Bernhard Prigan,"Allied-occupied Germany, West Germany",1947.0,1952.0,3.0,16.0,Killed women near highways; confessed to a total of 16 murders.
Ronald Janssen,Belgium,1990.0,,3.0,15.0,
Patrick Mackay[a],United Kingdom,1973.0,1975.0,3.0,13.0,"Burglar suspect of 12 violent murders during robberies, charged with five, convicted of three. The two other cases were left to lie on file, and proof was later found by police that he had killed one of these victims. Confessed to police that he had killed 13 people. Has been eligible for parole since 1995 and since 2017 has been held in an open prison with day release provisions. Now known as 'David Groves'."
Koos Hertogs,Netherlands,1979.0,1980.0,3.0,12.0,"Dutch serial killer convicted of abducting, torturing, raping and killing three girls. Suspected of killing a further three to nine girls and young women in the 1970s."
Michael Gargiulo,United States,1993.0,2008.0,3.0,10.0,"Dubbed ""The Hollywood Ripper"", Gargiulo stabbed 3 women to death, and tried to kill a fourth woman. Sentenced to death in 2021 but still on death row."
Chisako Kakehi,Japan,2007.0,2013.0,3.0,10.0,"Poisoned her husband and two other men to death, but suspected in another seven deaths; sentenced to death."
Heriberto Seda,United States,1990.0,1996.0,3.0,8.0,"Considered to be a copycat of the Zodiac Killer. Claimed to have killed people based on their zodiac signs, and only killed when certain star formations were out."
Anthony Hardy,United Kingdom,2002.0,2011.0,3.0,8.0,"Known as the ""Camden Ripper"", killed and dismembered three sex workers in Camden, London in 2002. Police believe he could be responsible for the murders of three other sex workers in London in the 1990s and two others in Nottinghamshire. One other unsolved murder he was linked to was solved in 2011 when her former partner John Sweeney was convicted of her murder."
Michael Lee Lockhart,United States,1987.0,1988.0,3.0,6.0,"Multi-state serial killer who received death sentences in three states (Florida, Indiana, and Texas). He was executed in 1997 in Texas."
Peter Dupas,Australia,1997.0,1999.0,3.0,6.0,"Sexual sadist from Melbourne, who murdered three women and is suspected of at least three further killings. Was convicted of 16 separate acts of sexual violence before his first murder charge. Serving three consecutive life sentences without the possibility of parole."
Stephen Griffiths,United Kingdom,2009.0,2010.0,3.0,6.0,"Known to have killed three sex workers, but claimed to police to have killed 6. Has been a suspect in one other murder. Dubbed himself the ""Crossbow Cannibal"" as he killed his victims with a hammer and crossbow and then later ate parts of them."
Levi Bellfield,United Kingdom,2002.0,2004.0,3.0,6.0,"West London serial killer convicted of two fatal hammer attacks on women and the murder of Milly Dowler. Also a suspect in the murders of his childhood girlfriend Patsy Morris in 1980, Judith Gold, who was hit over the head in 1990, and Elizabeth Chau, who disappeared in 1999 and whose murder Bellfield has allegedly confessed to."
Hans van Zon,Netherlands,1967.0,1976.0,3.0,5.0,"After the relationship between Hans van Zon and his girlfriend ended in April 1967, van Zon alleged that she continued to impose on him. To put an end to this, he went into her house and killed her with a self-made lead pipe. He also killed an 80-year-old shopkeeper, and a milkman in robberies. In addition to the murders he was tried for, van Zon was also suspected of several other murders, including the lust murder of Elly Segov in 1964 and the murder of the English homosexual film director Claude Berkeley in 1965."
Judy Buenoano,United States,1971.0,1980.0,3.0,5.0,"Poisoned her husband, boyfriend and son with arsenic; drowned the son in 1980 but caught in 1983 after poisoning and car bombing a fiancée."
Martin Ney,Germany,1992.0,2004.0,3.0,5.0,Wore a mask while killing 3 and sexually assaulting at least 40 children.
Paul Denyer,Australia,1993.0,2002.0,3.0,5.0,"The ""Frankston Killer"", sentenced to three consecutive life sentences with a non-parole period of 30 years."
Bandali Debs,Australia,1997.0,1998.0,3.0,5.0,"Convicted of the murder of Kirsty Harty at Upper Beaconsfield in 1997, and of the Moorabbin Police murders 14 months later to avoid arrest for a string of armed robberies; sentenced to three consecutive life sentences plus 27 years without the possibility of parole."
Gordon Northcott,United States,1928.0,1937.0,3.0,12.0,"Pedophile who abducted and murdered boys aged between 10 and 12 in Los Angeles and then disposed of the bodies with the help of his mother, Sarah Louise Northcott, and his underage nephew Sanford Clark, whom Northcott had repeatedly threatened and sexually abused. Police considered Northcott a suspect in the disappearance of as many as 20 missing boys in the area that Northcott admitted to have molested, but not murdered; one of these boys surfaced years later alive and confirmed Northcott's version. According to Clark, only four boys were held and murdered in Northcott's property; the three LA children whose remains were found and for whom Northcott was hanged, and an unidentified Mexican boy that Northcott beheaded and disposed of the body near La Puente, California."
Peter Kudzinowski,United States,1924.0,1928.0,3.0,4.0,"Convicted and executed for the murder of an adult in Scranton, Pennsylvania and two children in New Jersey. Also suspect in the death of two other children in New York City, although Albert Fish later confessed to have murdered one of them himself."
Harvey Glatman,United States,1957.0,1958.0,3.0,4.0,"Known as ""The Lonely Hearts Killer""; Californian rapist and killer; lured women to pose for ""bondage photographs""; executed in the gas chamber on September 18, 1959."
Martha Ann Johnson,United States,1977.0,1982.0,3.0,4.0,"Convicted of smothering three of her children in Atlanta between 1977 and 1982. Sentenced to life in prison on May 5, 1990."
Vlado Taneski,Republic of Macedonia,2005.0,2008.0,3.0,4.0,"A crime journalist, Taneski came under suspicion when his articles on the rape and murder of three elderly women included information that had not been disclosed by the police. All the victims were poor, uneducated cleaners and knew Taneski's mother. Taneski killed himself in prison before he could be interrogated for the murder of a fourth woman."
Özkan Zengin,Turkey,2008.0,2017.0,3.0,4.0,Slit the throats of three confirmed victims before dumping the bodies in wells. Reportedly confessed to an additional murder.
Khalil Wheeler-Weaver,United States,2016.0,2025.0,3.0,4.0,"American serial killer from Orange, New Jersey, Wheeler-Weaver lured his victims using dating apps and murdered three women and attempted to kill a fourth between August 2016 and November 2016. One of the victim's friends created a fake account and lured him to a meeting before notifying police."
William Henry Hance,United States,1977.0,1978.0,3.0,4.0,Hance murdered three women in and around military bases in the late 1970s. He attempted to blame two of the murders on white vigilantes outraged over a series of murders later attributed to Carlton Gary. Hance was also blamed for the murder of a fourth woman at Fort Benjamin Harrison in Indiana but was never brought to trial for this crime.
